,起点城市,起点城市所属地级市,起点城市所属省份,起点机场,终点城市,终点城市所属地级市,终点城市所属省份,终点机场,航空公司,航班,机型,出发时间,到达时间,准点率,班次_周一,班次_周二,班次_周三,班次_周四,班次_周五,班次_周六,班次_周日
886,北京,,北京市,北京首都国际机场T3,兰州,兰州市,甘肃省,兰州中川机场T2,深圳航空,ZH1271,波音737-800（中型）,12:00,14:35,91%,0,1,0,0,0,0,0
887,北京,,北京市,北京南苑机场,兰州,兰州市,甘肃省,兰州中川机场T2,中国联航,KN5605,波音737（中型）,12:30,16:20,82%,1,1,1,1,1,1,1
888,北京,,北京市,北京南苑机场,兰州,兰州市,甘肃省,兰州中川机场T2,东方航空,MU3777,波音737（中型）,12:30,16:20,82%,1,1,1,1,1,1,1
889,北京,,北京市,北京首都国际机场T3,兰州,兰州市,甘肃省,兰州中川机场T2,中国国航,CA1221,空中客车A319（中型）,15:45,18:35,91%,1,0,0,0,0,1,1
890,北京,,北京市,北京首都国际机场T3,兰州,兰州市,甘肃省,兰州中川机场T2,深圳航空,ZH1221,空中客车A320（中型）,15:45,18:35,91%,1,0,0,0,0,1,1
891,北京,,北京市,北京首都国际机场T3,兰州,兰州市,甘肃省,兰州中川机场T2,中国国航,CA1221,空中客车A319（中型）,15:50,18:35,91%,0,1,1,1,1,0,0
892,北京,,北京市,北京首都国际机场T3,兰州,兰州市,甘肃省,兰州中川机场T2,深圳航空,ZH1221,空中客车A320（中型）,15:50,18:35,91%,0,1,1,1,1,0,0
893,北京,,北京市,北京首都国际机场T2,兰州,兰州市,甘肃省,兰州中川机场T2,南方航空,CZ9140,,18:55,21:40,98%,0,0,1,0,0,0,1
894,北京,,北京市,北京首都国际机场T2,兰州,兰州市,甘肃省,兰州中川机场T2,东方航空,MU2416,空中客车A320（中型）,18:55,21:40,98%,0,0,1,0,0,0,1
895,北京,,北京市,北京首都国际机场T2,兰州,兰州市,甘肃省,兰州中川机场T2,南方航空,CZ9140,,19:05,21:40,98%,1,1,0,1,1,1,0
896,北京,,北京市,北京首都国际机场T2,兰州,兰州市,甘肃省,兰州中川机场T2,东方航空,MU2416,空中客车A320（中型）,19:05,21:40,98%,1,1,0,1,1,1,0
897,北京,,北京市,北京首都国际机场T2,兰州,兰州市,甘肃省,兰州中川机场T2,南方航空,CZ9142,,22:40,1:10,95%,1,1,1,1,1,1,1
898,北京,,北京市,北京首都国际机场T2,兰州,兰州市,甘肃省,兰州中川机场T2,东方航空,MU2418,空中客车A320（中型）,22:40,1:10,95%,1,1,1,1,1,1,1
899,北京,,北京市,北京首都国际机场T1,兰州,兰州市,甘肃省,兰州中川机场T1,海南航空,HU7231,波音737-800（中型）,22:55,1:35,98%,0,0,0,1,0,0,1
900,北京,,北京市,北京首都国际机场T1,兰州,兰州市,甘肃省,兰州中川机场T1,海南航空,HU7231,波音737-800（中型）,23:00,1:35,98%,1,1,1,0,0,1,0
901,北京,,北京市,北京首都国际机场T1,兰州,兰州市,甘肃省,兰州中川机场T1,海南航空,HU7231,波音737-800（中型）,23:05,1:35,98%,0,0,0,0,1,0,0
902,池州,池州市,安徽省,池州九华山机场,成都,成都市,四川省,成都双流国际机场T2,吉祥航空,HO1269,全新A320舒适飞行（中型）,8:55,11:40,93%,0,1,0,1,0,1,0
903,池州,池州市,安徽省,池州九华山机场,成都,成都市,四川省,成都双流国际机场T2,东方航空,MU4013,空中客车A320（中型）,8:55,11:40,93%,0,1,0,1,0,1,0
904,池州,池州市,安徽省,池州九华山机场,成都,成都市,四川省,成都双流国际机场T2,深圳航空,ZH5145,,8:55,11:40,93%,0,1,0,1,0,1,0
905,桂林,桂林市,广西壮族自治区,桂林两江国际机场T2,成都,成都市,四川省,成都双流国际机场T2,中国国航,CA4763,波音737-800（中型）,8:45,10:30,100%,1,0,1,0,1,0,1
906,桂林,桂林市,广西壮族自治区,桂林两江国际机场T2,成都,成都市,四川省,成都双流国际机场T2,山东航空,SC4763,波音737-800（中型）,8:45,10:30,100%,1,0,1,0,1,0,1
907,桂林,桂林市,广西壮族自治区,桂林两江国际机场T2,成都,成都市,四川省,成都双流国际机场T1,四川航空,3U8428,空中客车A320（中型）,14:40,16:40,100%,0,1,0,1,0,0,0
908,桂林,桂林市,广西壮族自治区,桂林两江国际机场T2,成都,成都市,四川省,成都双流国际机场T1,四川航空,3U8428,空中客车A320（中型）,15:05,16:55,100%,0,0,0,0,0,1,0
909,桂林,桂林市,广西壮族自治区,桂林两江国际机场T2,成都,成都市,四川省,成都双流国际机场T2,中国国航,CA4324,空中客车A319（中型）,21:45,23:35,98%,1,1,1,1,1,1,1
910,桂林,桂林市,广西壮族自治区,桂林两江国际机场T2,成都,成都市,四川省,成都双流国际机场T2,华夏航空,G54428,空中客车A319（中型）,21:45,23:35,98%,1,1,1,1,1,1,1
911,无锡,无锡市,江苏省,无锡苏南硕放国际机场,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,中国国航,CA3857,波音737-800（中型）,8:45,13:30,77%,1,1,1,1,1,1,1
912,无锡,无锡市,江苏省,无锡苏南硕放国际机场,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,吉祥航空,HO3993,,8:45,13:30,77%,1,1,1,1,1,1,1
913,无锡,无锡市,江苏省,无锡苏南硕放国际机场,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,昆明航空,KY9557,波音737-800（中型）,8:45,13:30,77%,1,1,1,1,1,1,1
914,无锡,无锡市,江苏省,无锡苏南硕放国际机场,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,深圳航空,ZH9557,波音737-800（中型）,8:45,13:30,77%,1,1,1,1,1,1,1
915,朝阳,朝阳市,辽宁省,朝阳机场,上海,,上海市,上海浦东国际机场T1,东方航空,MU5642,空中客车A319（中型）,15:45,20:00,100%,1,1,1,1,1,0,1
916,朝阳,朝阳市,辽宁省,朝阳机场,上海,,上海市,上海浦东国际机场T1,东方航空,MU5642,空中客车A319（中型）,15:45,20:05,100%,0,0,0,0,0,1,0
917,西昌,凉山彝族自治州,四川省,西昌青山机场,天津,,天津市,天津滨海国际机场T2,四川航空,3U8308,空中客车A320（中型）,13:05,15:55,91%,0,0,1,0,0,0,0
918,西昌,凉山彝族自治州,四川省,西昌青山机场,天津,,天津市,天津滨海国际机场T2,四川航空,3U8308,空中客车A320（中型）,13:40,16:30,91%,1,0,0,0,0,1,1
919,西昌,凉山彝族自治州,四川省,西昌青山机场,天津,,天津市,天津滨海国际机场T2,四川航空,3U8308,空中客车A320（中型）,14:05,16:55,91%,0,0,0,1,0,0,0
920,西昌,凉山彝族自治州,四川省,西昌青山机场,天津,,天津市,天津滨海国际机场T2,四川航空,3U8308,空中客车A320（中型）,14:40,17:30,91%,0,1,0,0,0,0,0
921,西昌,凉山彝族自治州,四川省,西昌青山机场,天津,,天津市,天津滨海国际机场T2,四川航空,3U8308,空中客车A320（中型）,18:10,21:00,91%,0,0,0,0,1,0,0
922,烟台,烟台市,山东省,烟台蓬莱国际机场,重庆,,重庆市,重庆江北国际机场T2A,四川航空,3U1059,波音737-800（中型）,12:50,17:50,93%,1,0,1,0,1,0,1
923,烟台,烟台市,山东省,烟台蓬莱国际机场,重庆,,重庆市,重庆江北国际机场T3,中国国航,CA8879,波音737-800（中型）,12:50,17:50,93%,1,0,1,0,1,0,1
924,烟台,烟台市,山东省,烟台蓬莱国际机场,重庆,,重庆市,重庆江北国际机场T2A,华夏航空,G56133,,12:50,17:50,93%,1,0,1,0,1,0,1
925,烟台,烟台市,山东省,烟台蓬莱国际机场,重庆,,重庆市,重庆江北国际机场T3,山东航空,SC8879,波音737-800（中型）,12:50,17:50,93%,1,0,1,0,1,0,1
926,烟台,烟台市,山东省,烟台蓬莱国际机场,重庆,,重庆市,重庆江北国际机场T3,东方航空,MU5864,波音737（中型）,13:50,17:00,88%,1,1,1,1,1,1,0
927,烟台,烟台市,山东省,烟台蓬莱国际机场,重庆,,重庆市,重庆江北国际机场T2A,东海航空,DZ6280,波音737-800（中型）,15:35,20:50,75%,1,1,1,1,1,1,1
928,烟台,烟台市,山东省,烟台蓬莱国际机场,重庆,,重庆市,重庆江北国际机场T3,东方航空,MU9918,空中客车A320（中型）,17:05,22:20,73%,0,1,0,1,0,0,1
929,哈尔滨,哈尔滨市,黑龙江省,哈尔滨太平国际机场T2,包头,包头市,内蒙古自治区,包头东河机场,福州航空,FU6651,波音737-800（中型）,9:20,11:55,97%,1,0,1,0,1,0,1
930,长春,长春市,吉林省,长春龙嘉国际机场T2,鄂尔多斯,鄂尔多斯市,内蒙古自治区,鄂尔多斯伊金霍洛机场,东方航空,MU2142,空中客车A319（中型）,15:40,18:25,97%,1,1,1,1,1,1,1
931,泸州,泸州市,四川省,泸州云龙机场,宁波,宁波市,浙江省,宁波栎社国际机场,东方航空,MU5871,波音737-800（中型）,9:00,11:30,100%,0,1,0,1,0,1,0
932,三亚,三亚市,海南省,三亚凤凰国际机场T1,徐州,徐州市,江苏省,徐州观音机场T2,福州航空,FU7029,波音737-800（中型）,6:35,11:30,97%,1,1,1,1,1,1,1
933,三亚,三亚市,海南省,三亚凤凰国际机场T1,徐州,徐州市,江苏省,徐州观音机场T2,海南航空,HU7029,波音737-800（中型）,6:35,11:30,97%,1,1,1,1,1,1,1
934,哈尔滨,哈尔滨市,黑龙江省,哈尔滨太平国际机场T2,桂林,桂林市,广西壮族自治区,桂林两江国际机场T2,南方航空,CZ5001,波音737-800（中型）,10:25,17:05,97%,1,0,1,0,1,0,1
935,哈尔滨,哈尔滨市,黑龙江省,哈尔滨太平国际机场T2,桂林,桂林市,广西壮族自治区,桂林两江国际机场T2,厦门航空,MF8021,波音737-800（中型）,10:25,17:05,95%,1,0,1,0,1,0,1
936,哈尔滨,哈尔滨市,黑龙江省,哈尔滨太平国际机场T2,桂林,桂林市,广西壮族自治区,桂林两江国际机场T2,河北航空,NS8021,,10:25,17:05,95%,1,0,1,0,1,0,1
937,哈尔滨,哈尔滨市,黑龙江省,哈尔滨太平国际机场T2,桂林,桂林市,广西壮族自治区,桂林两江国际机场T2,南方航空,CZ3266,波音737-800（中型）,15:45,22:15,79%,1,0,1,0,1,0,1
938,连云港,连云港市,江苏省,连云港白塔埠机场,重庆,,重庆市,重庆江北国际机场T3,中国国航,CA4020,波音737（中型）,11:20,14:05,86%,0,1,0,1,0,1,0
939,连云港,连云港市,江苏省,连云港白塔埠机场,重庆,,重庆市,重庆江北国际机场T3,深圳航空,ZH4610,,11:20,14:05,86%,0,1,0,1,0,1,0
940,揭阳,揭阳市,广东省,揭阳潮汕机场,太原,太原市,山西省,太原武宿国际机场T2,东方航空,MU9664,波音737（中型）,19:20,23:55,82%,0,1,0,1,0,1,0
941,揭阳,揭阳市,广东省,揭阳潮汕机场,太原,太原市,山西省,太原武宿国际机场T2,东方航空,MU9666,波音737（中型）,22:10,1:05,61%,1,0,1,0,1,0,1
942,沈阳,沈阳市,辽宁省,沈阳桃仙国际机场T3,温州,温州市,浙江省,温州龙湾国际机场T2,中国国航,CA3527,波音737-800（中型）,10:05,13:10,98%,1,1,1,1,1,1,1
943,沈阳,沈阳市,辽宁省,沈阳桃仙国际机场T3,温州,温州市,浙江省,温州龙湾国际机场T2,昆明航空,KY9723,波音737-800（中型）,10:05,13:10,98%,1,1,1,1,1,1,1
944,沈阳,沈阳市,辽宁省,沈阳桃仙国际机场T3,温州,温州市,浙江省,温州龙湾国际机场T2,深圳航空,ZH9723,波音737-800（中型）,10:05,13:10,98%,1,1,1,1,1,1,1
945,沈阳,沈阳市,辽宁省,沈阳桃仙国际机场T3,温州,温州市,浙江省,温州龙湾国际机场T2,瑞丽航空,DR5307,波音737-800（中型）,14:40,17:45,91%,1,1,1,1,1,1,1
946,沈阳,沈阳市,辽宁省,沈阳桃仙国际机场T3,温州,温州市,浙江省,温州龙湾国际机场T2,山东航空,SC3002,波音737-800（中型）,15:45,20:30,75%,1,1,1,1,1,1,1
947,沈阳,沈阳市,辽宁省,沈阳桃仙国际机场T3,温州,温州市,浙江省,温州龙湾国际机场T2,上海航空,FM9554,波音737-800（中型）,19:25,0:05,95%,1,0,1,0,1,0,1
948,沈阳,沈阳市,辽宁省,沈阳桃仙国际机场T3,温州,温州市,浙江省,温州龙湾国际机场T2,东方航空,MU9554,波音737-800（中型）,19:25,0:05,95%,1,0,1,0,1,0,1
949,大庆,大庆市,黑龙江省,大庆萨尔图机场　,青岛,青岛市,山东省,青岛流亭国际机场T1,南方航空,CZ6225,空中客车A320（中型）,13:50,16:15,91%,1,1,1,1,1,1,1
950,大庆,大庆市,黑龙江省,大庆萨尔图机场　,青岛,青岛市,山东省,青岛流亭国际机场T1,南方航空,CZ9466,,14:35,16:55,84%,1,0,1,0,1,0,1
951,大庆,大庆市,黑龙江省,大庆萨尔图机场　,青岛,青岛市,山东省,青岛流亭国际机场T2,东方航空,MU5530,空中客车A320（中型）,14:35,16:55,84%,1,0,1,0,1,0,1
952,大庆,大庆市,黑龙江省,大庆萨尔图机场　,青岛,青岛市,山东省,青岛流亭国际机场T1,中国国航,CA8776,,19:15,23:05,100%,1,1,1,1,1,1,1
953,大庆,大庆市,黑龙江省,大庆萨尔图机场　,青岛,青岛市,山东省,青岛流亭国际机场T1,华夏航空,G56228,波音737-800（中型）,19:15,23:05,100%,1,1,1,1,1,1,1
954,大庆,大庆市,黑龙江省,大庆萨尔图机场　,青岛,青岛市,山东省,青岛流亭国际机场T1,山东航空,SC8776,波音737-800（中型）,19:15,23:05,100%,1,1,1,1,1,1,1
955,大庆,大庆市,黑龙江省,大庆萨尔图机场　,青岛,青岛市,山东省,青岛流亭国际机场T2,东方航空,MU9950,空中客车A320（中型）,22:15,0:50,97%,0,0,1,0,1,0,0
956,济宁,济宁市,山东省,济宁曲阜机场,深圳,深圳市,广东省,深圳宝安国际机场T3,东海航空,DZ6240,波音737-800（中型）,17:35,20:15,88%,0,1,0,1,0,1,0
957,海口,海口市,海南省,海口美兰国际机场,安顺,安顺市,贵州省,安顺黄果树机场,九元航空,AQ1157,全新737舒适飞行（中型）,17:25,19:25,,1,1,1,1,0,1,0
958,青岛,青岛市,山东省,青岛流亭国际机场T1,延安,延安市,陕西省,延安南泥湾机场,南方航空,CZ6239,空中客车A320（中型）,12:00,14:15,89%,1,0,1,0,1,0,0
959,喀什市,喀什地区,新疆维吾尔自治区,喀什市喀什机场,深圳,深圳市,广东省,深圳宝安国际机场T3,海南航空,HU7743,波音737-800（中型）,16:35,0:40,88%,1,1,1,1,1,1,1
960,西宁,西宁市,青海省,西宁曹家堡机场T2,绵阳,绵阳市,四川省,绵阳南郊机场,四川航空,3U8718,空中客车A320（中型）,12:50,14:15,89%,0,1,0,1,0,1,0
961,长沙,长沙市,湖南省,长沙黄花国际机场T2,包头,包头市,内蒙古自治区,包头东河机场,南方航空,CZ5411,波音737-800（中型）,15:30,18:00,82%,0,0,1,0,1,0,0
962,长沙,长沙市,湖南省,长沙黄花国际机场T2,包头,包头市,内蒙古自治区,包头东河机场,厦门航空,MF8197,波音737-800（中型）,15:30,18:00,82%,0,0,1,0,1,0,0
963,长沙,长沙市,湖南省,长沙黄花国际机场T2,包头,包头市,内蒙古自治区,包头东河机场,河北航空,NS8197,,15:30,18:00,82%,0,0,1,0,1,0,0
964,太原,太原市,山西省,太原武宿国际机场T1,盐城,盐城市,江苏省,盐城南洋机场T2,山东航空,SC8718,波音737-800（中型）,12:30,14:25,68%,1,0,1,0,1,0,1
965,鄂尔多斯,鄂尔多斯市,内蒙古自治区,鄂尔多斯伊金霍洛机场,昆明,昆明市,云南省,昆明长水国际机场,东方航空,MU5822,波音737-900ER（中型）,19:25,22:35,84%,1,0,1,0,1,0,1
966,南京,南京市,江苏省,南京禄口国际机场T2,宜春,宜春市,江西省,宜春明月山机场,中国国航,CA3507,波音737-800（中型）,13:10,15:05,93%,1,1,1,1,1,1,1
967,南京,南京市,江苏省,南京禄口国际机场T2,宜春,宜春市,江西省,宜春明月山机场,昆明航空,KY9595,,13:10,15:05,93%,1,1,1,1,1,1,1
968,南京,南京市,江苏省,南京禄口国际机场T2,宜春,宜春市,江西省,宜春明月山机场,深圳航空,ZH9595,空中客车A320（中型）,13:10,15:05,93%,1,1,1,1,1,1,1
969,鞍山,鞍山市,辽宁省,鞍山腾鳌机场,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ6564,巴西航空工业公司190（中型）,16:25,20:20,63%,1,0,1,0,1,0,1
970,鞍山,鞍山市,辽宁省,鞍山腾鳌机场,广州,广州市,广东省,广州白云国际机场T2,厦门航空,MF4283,,16:25,20:20,66%,1,0,1,0,1,0,1
971,吐鲁番,吐鲁番地区,新疆维吾尔自治区,吐鲁番交河机场,兰州,兰州市,甘肃省,兰州中川机场T2,华夏航空,G52824,庞巴迪宇航CRJ900（小型）,20:45,23:05,89%,1,0,1,0,1,0,1
972,吐鲁番,吐鲁番地区,新疆维吾尔自治区,吐鲁番交河机场,兰州,兰州市,甘肃省,兰州中川机场T2,山东航空,SC2762,庞巴迪宇航CRJ900（中型）,20:45,23:05,89%,1,0,1,0,1,0,1
973,深圳,深圳市,广东省,深圳宝安国际机场T3,日照,日照市,山东省,日照山字河机场,中国联航,KN5856,波音737-800（中型）,11:30,14:15,97%,1,1,1,1,1,1,1
974,深圳,深圳市,广东省,深圳宝安国际机场T3,日照,日照市,山东省,日照山字河机场,东方航空,MU3832,波音737-800（中型）,11:30,14:15,97%,1,1,1,1,1,1,1
975,大连,大连市,辽宁省,大连周水子国际机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,华夏航空,G54303,庞巴迪宇航CRJ900（小型）,6:40,8:05,91%,0,1,0,1,0,1,0
976,大连,大连市,辽宁省,大连周水子国际机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,山东航空,SC2667,,6:40,8:05,91%,0,1,0,1,0,1,0
977,大连,大连市,辽宁省,大连周水子国际机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,中国国航,CA8923,波音737-800（中型）,7:20,8:50,95%,0,1,0,0,0,1,0
978,大连,大连市,辽宁省,大连周水子国际机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,华夏航空,G54294,波音737-800（中型）,7:20,8:50,95%,0,1,0,0,0,1,0
979,大连,大连市,辽宁省,大连周水子国际机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,山东航空,SC8923,波音737-300（中型）,7:20,8:50,95%,0,1,0,0,0,1,0
980,大连,大连市,辽宁省,大连周水子国际机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,中国国航,CA8923,波音737-800（中型）,7:25,9:05,95%,0,0,1,0,0,0,1
981,大连,大连市,辽宁省,大连周水子国际机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,华夏航空,G54294,波音737-800（中型）,7:25,9:05,95%,0,0,1,0,0,0,1
982,大连,大连市,辽宁省,大连周水子国际机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,山东航空,SC8923,波音737-300（中型）,7:25,9:05,95%,0,0,1,0,0,0,1
983,大连,大连市,辽宁省,大连周水子国际机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,南方航空,CZ6953,空中客车A319（中型）,8:05,9:35,95%,1,1,1,1,1,1,1
984,大连,大连市,辽宁省,大连周水子国际机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,河北航空,NS6953,,8:05,9:35,95%,1,1,1,1,1,1,1
985,大连,大连市,辽宁省,大连周水子国际机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,华夏航空,G56106,波音737-800（中型）,15:25,17:05,98%,1,1,1,1,1,1,1
986,大连,大连市,辽宁省,大连周水子国际机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,山东航空,SC3044,波音737-800（中型）,15:25,17:05,98%,1,1,1,1,1,1,1
987,大连,大连市,辽宁省,大连周水子国际机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,南方航空,CZ6539,空中客车A320（中型）,17:05,18:35,95%,1,1,1,1,1,1,1
988,大连,大连市,辽宁省,大连周水子国际机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,厦门航空,MF4258,,17:05,18:35,93%,1,1,1,1,1,1,1
